Matrix,M,N,NZ,Mode,Threads,AvgTime(ms),MedianTime(ms),BestTime(ms),AvgGFlops,MedianGFlops,BestGFlops,Passed,Iterations
ML_Laplace,377002,377002,27689972,ompCSR,7,9.571738,9.543690,9.472423,5.785777,5.802781,5.846439,1,5
ML_Laplace,377002,377002,27689972,ompHLL,7,11.451133,11.414931,11.384683,4.836198,4.851536,4.864426,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.103603,33.096034,33.021381,1.734232,1.734629,1.738551,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,7,10.695176,10.672014,10.644429,5.367779,5.379429,5.393370,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,7,12.517729,12.485948,12.407177,4.586243,4.597916,4.627108,1,5
olafu,16146,16146,1015156,serial,1,1.101495,1.097974,1.095429,1.843233,1.849145,1.853440,1,5
olafu,16146,16146,1015156,ompCSR,7,0.257164,0.264998,0.218130,7.895002,7.661599,9.307809,1,5
olafu,16146,16146,1015156,ompHLL,7,2.495938,2.452420,2.020529,0.813446,0.827881,1.004842,1,5
olm1000,1000,1000,3996,serial,1,0.004271,0.004256,0.004247,1.871345,1.877833,1.881822,1,5
olm1000,1000,1000,3996,ompCSR,7,0.015547,0.015727,0.013330,0.514038,0.508155,0.599549,1,5
olm1000,1000,1000,3996,ompHLL,7,0.013568,0.013501,0.012341,0.589043,0.591955,0.647600,1,5
PR02R,161070,161070,8185136,serial,1,9.776316,9.775570,9.774110,1.674483,1.674610,1.674861,1,5
PR02R,161070,161070,8185136,ompCSR,7,2.630413,2.626980,2.616444,6.223460,6.231594,6.256688,1,5
PR02R,161070,161070,8185136,ompHLL,7,5.547736,5.518786,5.470029,2.950802,2.966281,2.992721,1,5
raefsky2,3242,3242,294276,serial,1,0.329044,0.328272,0.327719,1.788674,1.792882,1.795905,1,5
raefsky2,3242,3242,294276,ompCSR,7,0.083564,0.079892,0.060377,7.043151,7.366846,9.747959,1,5
raefsky2,3242,3242,294276,ompHLL,7,0.484801,0.483255,0.470438,1.214007,1.217891,1.251073,1,5
rdist2,3198,3198,56934,serial,1,0.060013,0.060014,0.059947,1.897397,1.897357,1.899481,1,5
rdist2,3198,3198,56934,ompCSR,7,0.025273,0.025500,0.018616,4.505560,4.465490,6.116682,1,5
rdist2,3198,3198,56934,ompHLL,7,0.340482,0.315113,0.218549,0.334432,0.361356,0.521018,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.187021,9.196451,9.095075,0.671338,0.670649,0.678124,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,7,2.023620,1.973172,1.713093,3.047802,3.125724,3.600267,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,7,4.328150,4.305910,4.065274,1.424995,1.432355,1.517141,1,5
thermal1,82654,82654,574458,serial,1,0.818684,0.808348,0.804096,1.403370,1.421314,1.428829,1,5
thermal1,82654,82654,574458,ompCSR,7,0.192793,0.197565,0.152159,5.959315,5.815396,7.550759,1,5
thermal1,82654,82654,574458,ompHLL,7,0.354371,0.364523,0.270041,3.242132,3.151838,4.254598,1,5
thermal2,1228045,1228045,8580313,serial,1,17.651344,17.578728,16.897048,0.972199,0.976215,1.015599,1,5
thermal2,1228045,1228045,8580313,ompCSR,7,4.025075,4.016155,3.968170,4.263430,4.272899,4.324569,1,5
thermal2,1228045,1228045,8580313,ompHLL,7,6.780908,6.742763,6.728629,2.530727,2.545044,2.550390,1,5
thermomech_TK,102158,102158,711558,serial,1,1.161009,1.156806,1.135995,1.225758,1.230211,1.252748,1,5
thermomech_TK,102158,102158,711558,ompCSR,7,0.304249,0.316885,0.247177,4.677467,4.490954,5.757475,1,5
thermomech_TK,102158,102158,711558,ompHLL,7,0.669918,0.706549,0.522719,2.124315,2.014178,2.722526,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.681606,6.301127,6.276368,0.929578,0.985708,0.989597,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,7,2.835409,2.672188,2.468979,2.190538,2.324340,2.515644,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,7,85.939881,85.011790,74.167078,0.072272,0.073061,0.083744,1,5
west2021,2021,2021,7353,serial,1,0.008168,0.008123,0.008065,1.800334,1.810312,1.823430,1,5
west2021,2021,2021,7353,ompCSR,7,0.015821,0.015963,0.013573,0.929523,0.921283,1.083476,1,5
west2021,2021,2021,7353,ompHLL,7,0.058666,0.056286,0.036257,0.250673,0.261275,0.405603,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.020749,0.020673,0.019851,1.084003,1.088015,1.133040,1,5
adder_dcop_32,1813,1813,11246,ompCSR,8,0.020967,0.021561,0.016072,1.072746,1.043158,1.399447,1,5
adder_dcop_32,1813,1813,11246,ompHLL,8,2.331163,2.265919,2.190026,0.009648,0.009926,0.010270,1,5
af_1_k101,503625,503625,17550675,serial,1,21.827666,21.827144,21.819637,1.608113,1.608151,1.608705,1,5
af_1_k101,503625,503625,17550675,ompCSR,8,6.485738,6.084456,6.051360,5.412082,5.769020,5.800572,1,5
af_1_k101,503625,503625,17550675,ompHLL,8,6.917880,6.766742,6.724736,5.074004,5.187334,5.219737,1,5
af23560,23560,23560,484256,serial,1,0.433709,0.433689,0.431303,2.233090,2.233197,2.245549,1,5
af23560,23560,23560,484256,ompCSR,8,0.174604,0.173814,0.156307,5.546914,5.572102,6.196216,1,5
af23560,23560,23560,484256,ompHLL,8,0.356294,0.309939,0.270343,2.718291,3.124847,3.582531,1,5
amazon0302,262111,262111,1234877,serial,1,2.962143,2.961099,2.949870,0.833773,0.834067,0.837242,1,5
amazon0302,262111,262111,1234877,ompCSR,8,0.610944,0.594549,0.526207,4.042520,4.153992,4.693502,1,5
amazon0302,262111,262111,1234877,ompHLL,8,1.101172,1.111331,0.932757,2.242841,2.222339,2.647800,1,5
bcsstk17,10974,10974,428650,serial,1,0.451608,0.449473,0.433435,1.898330,1.907345,1.977921,1,5
bcsstk17,10974,10974,428650,ompCSR,8,0.087140,0.085504,0.073593,9.838220,10.026374,11.649207,1,5
bcsstk17,10974,10974,428650,ompHLL,8,1.581758,1.540503,1.503711,0.541992,0.556507,0.570123,1,5
cage4,9,9,49,serial,1,0.000101,0.000094,0.000078,0.972633,1.042494,1.256438,1,5
cage4,9,9,49,ompCSR,8,0.006892,0.007079,0.005903,0.014219,0.013844,0.016602,1,5
cage4,9,9,49,ompHLL,8,0.007149,0.006787,0.005681,0.013708,0.014440,0.017250,1,5
cant,62451,62451,4007383,serial,1,4.691969,4.694025,4.678963,1.708188,1.707440,1.712936,1,5
cant,62451,62451,4007383,ompCSR,8,1.662971,1.542578,1.329093,4.819548,5.195697,6.030252,1,5
cant,62451,62451,4007383,ompHLL,8,3.169007,3.133708,2.996913,2.529110,2.557598,2.674341,1,5
cavity10,2597,2597,76367,serial,1,0.075272,0.075275,0.075232,2.029101,2.029013,2.030173,1,5
cavity10,2597,2597,76367,ompCSR,8,0.026756,0.026451,0.024094,5.708403,5.774119,6.339085,1,5
cavity10,2597,2597,76367,ompHLL,8,0.259406,0.252239,0.193307,0.588784,0.605512,0.790111,1,5
cop20k_A,121192,121192,2624331,serial,1,4.297429,4.295046,4.292337,1.221349,1.222027,1.222798,1,5
cop20k_A,121192,121192,2624331,ompCSR,8,1.943116,1.945702,1.756707,2.701158,2.697567,2.987785,1,5
cop20k_A,121192,121192,2624331,ompHLL,8,4.119702,4.322978,3.142388,1.274039,1.214131,1.670278,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,152.794159,152.805731,152.670803,1.665066,1.664939,1.666411,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,8,48.858166,47.562537,46.157134,5.207160,5.349006,5.511874,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,8,73.228298,76.505716,58.080487,3.474235,3.325402,4.380340,1,5
dc1,116835,116835,766396,serial,1,0.873246,0.872253,0.870174,1.755282,1.757278,1.761478,1,5
dc1,116835,116835,766396,ompCSR,8,0.338909,0.325428,0.319642,4.522728,4.710081,4.795340,1,5
dc1,116835,116835,766396,ompHLL,8,167.014793,162.989038,161.815540,0.009178,0.009404,0.009472,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.399971,0.399883,0.397283,2.153853,2.154328,2.168429,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,8,0.092052,0.094892,0.073151,9.358673,9.078532,11.776723,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,8,0.352938,0.340873,0.274037,2.440884,2.527272,3.143663,1,5
lung2,109460,109460,492564,serial,1,0.518103,0.517044,0.514048,1.901413,1.905308,1.916412,1,5
lung2,109460,109460,492564,ompCSR,8,0.163065,0.164864,0.091716,6.041339,5.975398,10.741063,1,5
lung2,109460,109460,492564,ompHLL,8,0.422628,0.422677,0.363955,2.330959,2.330688,2.706730,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.536182,1.538207,1.514708,1.657862,1.655680,1.681366,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,8,0.404663,0.378216,0.292306,6.293578,6.733660,8.712713,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,8,5.199745,5.366542,4.408367,0.489789,0.474566,0.577715,1,5
mcfe,765,765,24382,serial,1,0.030812,0.029580,0.029553,1.582631,1.648545,1.650055,1,5
mcfe,765,765,24382,ompCSR,8,0.018321,0.018355,0.016843,2.661682,2.656643,2.895214,1,5
mcfe,765,765,24382,ompHLL,8,0.121237,0.111693,0.079361,0.402221,0.436590,0.614458,1,5
mhd4800a,4800,4800,102252,serial,1,0.101885,0.101801,0.101789,2.007213,2.008860,2.009097,1,5
mhd4800a,4800,4800,102252,ompCSR,8,0.040529,0.039477,0.026756,5.045929,5.180392,7.643305,1,5
mhd4800a,4800,4800,102252,ompHLL,8,0.194350,0.194103,0.191043,1.052244,1.053585,1.070460,1,5
mhda416,416,416,8562,serial,1,0.010548,0.010512,0.010502,1.623469,1.628993,1.630537,1,5
mhda416,416,416,8562,ompCSR,8,0.013943,0.013883,0.011565,1.228102,1.233457,1.480683,1,5
mhda416,416,416,8562,ompHLL,8,0.038350,0.036323,0.022751,0.446519,0.471443,0.752673,1,5
mhda416,416,416,8562,serial,1,0.009463,0.009432,0.009414,1.809525,1.815516,1.819007,1,5
mhda416,416,416,8562,ompCSR,8,0.015594,0.016111,0.013280,1.098081,1.062849,1.289450,1,5
mhda416,416,416,8562,ompHLL,8,0.044492,0.043374,0.021412,0.384878,0.394794,0.799737,1,5
ML_Laplace,377002,377002,27689972,serial,1,32.560728,32.554572,32.500260,1.700820,1.701142,1.703985,1,5
ML_Laplace,377002,377002,27689972,ompCSR,8,9.508868,9.509833,9.421666,5.824031,5.823441,5.877935,1,5
ML_Laplace,377002,377002,27689972,ompHLL,8,10.623887,10.293720,10.179683,5.212776,5.379974,5.440242,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.865247,33.660952,33.376842,1.695229,1.705518,1.720035,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,8,10.766829,10.742020,10.733241,5.332057,5.344371,5.348743,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,8,12.537352,12.502076,12.477385,4.579065,4.591985,4.601072,1,5
olafu,16146,16146,1015156,serial,1,1.102247,1.102357,1.097707,1.841976,1.841791,1.849594,1,5
olafu,16146,16146,1015156,ompCSR,8,0.263645,0.257285,0.207754,7.700938,7.891309,9.772675,1,5
olafu,16146,16146,1015156,ompHLL,8,2.294327,2.137604,2.078545,0.884927,0.949807,0.976795,1,5
olm1000,1000,1000,3996,serial,1,0.004247,0.004249,0.004214,1.881796,1.881126,1.896535,1,5
olm1000,1000,1000,3996,ompCSR,8,0.019317,0.019031,0.018324,0.413729,0.419936,0.436149,1,5
olm1000,1000,1000,3996,ompHLL,8,0.028186,0.028184,0.016387,0.283542,0.283570,0.487701,1,5
PR02R,161070,161070,8185136,serial,1,9.935950,9.980251,9.764643,1.647580,1.640267,1.676484,1,5
PR02R,161070,161070,8185136,ompCSR,8,2.631330,2.634312,2.595328,6.221292,6.214249,6.307593,1,5
PR02R,161070,161070,8185136,ompHLL,8,5.773234,5.753974,5.647716,2.835546,2.845038,2.898565,1,5
raefsky2,3242,3242,294276,serial,1,0.352606,0.352211,0.341758,1.669147,1.671021,1.722131,1,5
raefsky2,3242,3242,294276,ompCSR,8,0.123015,0.116541,0.098801,4.784382,5.050192,5.956945,1,5
raefsky2,3242,3242,294276,ompHLL,8,0.733567,0.671179,0.498899,0.802316,0.876893,1.179702,1,5
rdist2,3198,3198,56934,serial,1,0.054396,0.054370,0.054356,2.093307,2.094298,2.094858,1,5
rdist2,3198,3198,56934,ompCSR,8,0.032568,0.031333,0.029255,3.496315,3.634177,3.892266,1,5
rdist2,3198,3198,56934,ompHLL,8,0.389966,0.395522,0.241447,0.291995,0.287893,0.471607,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.392549,9.346146,9.261915,0.656647,0.659907,0.665909,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,8,2.366014,2.278694,2.074317,2.606744,2.706635,2.973312,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,8,5.098109,5.270758,4.068481,1.209780,1.170153,1.515945,1,5
thermal1,82654,82654,574458,serial,1,0.829876,0.822260,0.820343,1.384443,1.397266,1.400531,1,5
thermal1,82654,82654,574458,ompCSR,8,0.193021,0.161549,0.138631,5.952293,7.111852,8.287585,1,5
thermal1,82654,82654,574458,ompHLL,8,0.461706,0.461630,0.315285,2.488413,2.488822,3.644055,1,5
thermal2,1228045,1228045,8580313,serial,1,16.983322,16.947446,16.739924,1.010440,1.012579,1.025132,1,5
thermal2,1228045,1228045,8580313,ompCSR,8,3.929300,3.904201,3.883488,4.367350,4.395426,4.418869,1,5
thermal2,1228045,1228045,8580313,ompHLL,8,6.612241,6.579801,6.534007,2.595281,2.608077,2.626356,1,5
thermomech_TK,102158,102158,711558,serial,1,1.107303,1.105818,1.103911,1.285209,1.286935,1.289158,1,5
thermomech_TK,102158,102158,711558,ompCSR,8,0.280276,0.292844,0.210241,5.077552,4.859638,6.768976,1,5
thermomech_TK,102158,102158,711558,ompHLL,8,0.612161,0.679372,0.379026,2.324741,2.094752,3.754665,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.227551,6.228169,6.210312,0.997354,0.997255,1.000122,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,8,2.948948,2.909252,2.730388,2.106199,2.134937,2.274795,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,8,71.773531,71.298532,69.053412,0.086537,0.087114,0.089946,1,5
west2021,2021,2021,7353,serial,1,0.008488,0.008438,0.008343,1.732620,1.742839,1.762671,1,5
west2021,2021,2021,7353,ompCSR,8,0.020582,0.020731,0.016996,0.714518,0.709374,0.865266,1,5
west2021,2021,2021,7353,ompHLL,8,0.053120,0.050630,0.033971,0.276846,0.290460,0.432900,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.020573,0.020436,0.019463,1.093290,1.100631,1.155628,1,5
adder_dcop_32,1813,1813,11246,ompCSR,9,0.017580,0.017558,0.017262,1.279411,1.280978,1.302982,1,5
adder_dcop_32,1813,1813,11246,ompHLL,9,2.085203,2.061684,1.908126,0.010786,0.010910,0.011787,1,5
af_1_k101,503625,503625,17550675,serial,1,21.714178,21.711864,21.705268,1.616518,1.616690,1.617181,1,5
af_1_k101,503625,503625,17550675,ompCSR,9,6.210046,6.155194,6.134202,5.652349,5.702720,5.722236,1,5
af_1_k101,503625,503625,17550675,ompHLL,9,6.858806,6.807845,6.777264,5.117705,5.156014,5.179280,1,5
af23560,23560,23560,484256,serial,1,0.498770,0.495008,0.484676,1.941801,1.956558,1.998266,1,5
af23560,23560,23560,484256,ompCSR,9,0.126108,0.124087,0.097575,7.679990,7.805135,9.925820,1,5
af23560,23560,23560,484256,ompHLL,9,0.337739,0.338562,0.326377,2.867634,2.860668,2.967464,1,5
amazon0302,262111,262111,1234877,serial,1,2.908518,2.908229,2.897592,0.849145,0.849230,0.852347,1,5
amazon0302,262111,262111,1234877,ompCSR,9,0.603072,0.579299,0.494051,4.095289,4.263349,4.998986,1,5
amazon0302,262111,262111,1234877,ompHLL,9,1.038152,1.064431,0.864740,2.378992,2.320257,2.856065,1,5
bcsstk17,10974,10974,428650,serial,1,0.474686,0.473328,0.461240,1.806036,1.811218,1.858685,1,5
bcsstk17,10974,10974,428650,ompCSR,9,0.097794,0.102709,0.076740,8.766369,8.346846,11.171498,1,5
bcsstk17,10974,10974,428650,ompHLL,9,2.393826,2.413379,1.805717,0.358130,0.355228,0.474770,1,5
cage4,9,9,49,serial,1,0.000078,0.000074,0.000073,1.260672,1.333038,1.342605,1,5
cage4,9,9,49,ompCSR,9,0.007292,0.006671,0.006043,0.013439,0.014690,0.016217,1,5
cage4,9,9,49,ompHLL,9,0.010145,0.008200,0.006451,0.009660,0.011951,0.015191,1,5
cant,62451,62451,4007383,serial,1,4.798209,4.794618,4.721422,1.670366,1.671617,1.697532,1,5
cant,62451,62451,4007383,ompCSR,9,1.837390,1.885041,1.571471,4.362038,4.251772,5.100168,1,5
cant,62451,62451,4007383,ompHLL,9,3.236814,3.262911,3.120385,2.476128,2.456323,2.568518,1,5
cavity10,2597,2597,76367,serial,1,0.080824,0.080817,0.080753,1.889705,1.889874,1.891372,1,5
cavity10,2597,2597,76367,ompCSR,9,0.033608,0.034072,0.027206,4.544542,4.482626,5.613976,1,5
cavity10,2597,2597,76367,ompHLL,9,0.296637,0.266224,0.242259,0.514885,0.573705,0.630457,1,5
cop20k_A,121192,121192,2624331,serial,1,4.322078,4.323528,4.315491,1.214384,1.213977,1.216237,1,5
cop20k_A,121192,121192,2624331,ompCSR,9,1.617736,1.716763,1.280373,3.244448,3.057301,4.099323,1,5
cop20k_A,121192,121192,2624331,ompHLL,9,3.432552,3.439747,3.317358,1.529084,1.525886,1.582181,1,5
Cube_Coup_dt0,2164760,2164760,127206144,serial,1,153.065258,152.781950,152.452953,1.662116,1.665199,1.668792,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompCSR,9,47.605028,46.859879,45.913644,5.344231,5.429214,5.541104,1,5
Cube_Coup_dt0,2164760,2164760,127206144,ompHLL,9,65.863000,64.014286,56.480076,3.862750,3.974305,4.504461,1,5
dc1,116835,116835,766396,serial,1,0.898091,0.893547,0.887647,1.706722,1.715403,1.726804,1,5
dc1,116835,116835,766396,ompCSR,9,0.438838,0.438424,0.317598,3.492838,3.496141,4.826202,1,5
dc1,116835,116835,766396,ompHLL,9,163.261127,159.803547,158.648008,0.009389,0.009592,0.009662,1,5
FEM_3D_thermal1,17880,17880,430740,serial,1,0.413423,0.412580,0.398387,2.083773,2.088032,2.162420,1,5
FEM_3D_thermal1,17880,17880,430740,ompCSR,9,0.127532,0.138659,0.090457,6.755011,6.212962,9.523638,1,5
FEM_3D_thermal1,17880,17880,430740,ompHLL,9,0.348466,0.351703,0.277341,2.472205,2.449457,3.106212,1,5
lung2,109460,109460,492564,serial,1,0.518162,0.519047,0.513927,1.901197,1.897955,1.916864,1,5
lung2,109460,109460,492564,ompCSR,9,0.148829,0.142429,0.120816,6.619172,6.916649,8.153957,1,5
lung2,109460,109460,492564,ompHLL,9,0.411677,0.416336,0.324019,2.392966,2.366188,3.040340,1,5
mac_econ_fwd500,206500,206500,1273389,serial,1,1.539847,1.519822,1.500384,1.653916,1.675709,1.697418,1,5
mac_econ_fwd500,206500,206500,1273389,ompCSR,9,0.452259,0.383688,0.351739,5.631241,6.637627,7.240533,1,5
mac_econ_fwd500,206500,206500,1273389,ompHLL,9,4.645905,4.795473,4.065101,0.548177,0.531080,0.626498,1,5
mcfe,765,765,24382,serial,1,0.027499,0.027493,0.027471,1.773300,1.773718,1.775109,1,5
mcfe,765,765,24382,ompCSR,9,0.017668,0.017124,0.015505,2.760022,2.847622,3.145048,1,5
mcfe,765,765,24382,ompHLL,9,0.129227,0.123246,0.087421,0.377352,0.395664,0.557807,1,5
mhd4800a,4800,4800,102252,serial,1,0.101769,0.101779,0.101679,2.009486,2.009304,2.011271,1,5
mhd4800a,4800,4800,102252,ompCSR,9,0.043264,0.041023,0.034591,4.726911,4.985104,5.912047,1,5
mhd4800a,4800,4800,102252,ompHLL,9,0.234811,0.204138,0.192818,0.870930,1.001795,1.060606,1,5
mhda416,416,416,8562,serial,1,0.009458,0.009425,0.009417,1.810533,1.816783,1.818400,1,5
mhda416,416,416,8562,ompCSR,9,0.015635,0.015230,0.013432,1.095234,1.124357,1.274866,1,5
mhda416,416,416,8562,ompHLL,9,0.024460,0.024611,0.021699,0.700095,0.695784,0.789161,1,5
mhda416,416,416,8562,serial,1,0.009462,0.009409,0.009386,1.809809,1.820043,1.824422,1,5
mhda416,416,416,8562,ompCSR,9,0.015329,0.015348,0.014308,1.117118,1.115680,1.196821,1,5
mhda416,416,416,8562,ompHLL,9,0.030028,0.025505,0.022503,0.570268,0.671397,0.760966,1,5
ML_Laplace,377002,377002,27689972,serial,1,32.896611,32.524385,32.485178,1.683454,1.702721,1.704776,1,5
ML_Laplace,377002,377002,27689972,ompCSR,9,9.507998,9.494513,9.471772,5.824564,5.832837,5.846841,1,5
ML_Laplace,377002,377002,27689972,ompHLL,9,10.523396,10.494010,10.409404,5.262554,5.277291,5.320184,1,5
nlpkkt80,1062400,1062400,28704672,serial,1,33.301416,33.116473,32.949031,1.723931,1.733559,1.742368,1,5
nlpkkt80,1062400,1062400,28704672,ompCSR,9,11.091828,10.773335,10.702819,5.175824,5.328837,5.363946,1,5
nlpkkt80,1062400,1062400,28704672,ompHLL,9,12.587409,12.562787,12.521113,4.560855,4.569793,4.585003,1,5
olafu,16146,16146,1015156,serial,1,1.103770,1.101355,1.097397,1.839434,1.843467,1.850116,1,5
olafu,16146,16146,1015156,ompCSR,9,0.234909,0.221968,0.185076,8.642990,9.146866,10.970151,1,5
olafu,16146,16146,1015156,ompHLL,9,2.065293,2.018774,1.987893,0.983062,1.005715,1.021339,1,5
olm1000,1000,1000,3996,serial,1,0.004252,0.004257,0.004225,1.879478,1.877371,1.891622,1,5
olm1000,1000,1000,3996,ompCSR,9,0.019689,0.020084,0.018006,0.405907,0.397919,0.443853,1,5
olm1000,1000,1000,3996,ompHLL,9,0.024580,0.024404,0.012176,0.325149,0.327487,0.656373,1,5
PR02R,161070,161070,8185136,serial,1,9.712171,9.711561,9.711172,1.685542,1.685648,1.685715,1,5
PR02R,161070,161070,8185136,ompCSR,9,2.667018,2.667601,2.647181,6.138043,6.136702,6.184040,1,5
PR02R,161070,161070,8185136,ompHLL,9,5.983185,5.964315,5.867846,2.736046,2.744703,2.789826,1,5
raefsky2,3242,3242,294276,serial,1,0.328577,0.327918,0.327787,1.791212,1.794815,1.795532,1,5
raefsky2,3242,3242,294276,ompCSR,9,0.105284,0.109260,0.076942,5.590163,5.386712,7.649291,1,5
raefsky2,3242,3242,294276,ompHLL,9,0.751247,0.763111,0.502403,0.783433,0.771253,1.171474,1,5
rdist2,3198,3198,56934,serial,1,0.061971,0.058027,0.058015,1.837448,1.962328,1.962734,1,5
rdist2,3198,3198,56934,ompCSR,9,0.025342,0.025518,0.024296,4.493214,4.462271,4.686699,1,5
rdist2,3198,3198,56934,ompHLL,9,0.354366,0.323574,0.247538,0.321329,0.351907,0.460002,1,5
roadNet-PA,1090920,1090920,3083796,serial,1,9.149354,9.126096,9.113296,0.674101,0.675819,0.676769,1,5
roadNet-PA,1090920,1090920,3083796,ompCSR,9,2.130581,2.082230,1.826882,2.894794,2.962012,3.376021,1,5
roadNet-PA,1090920,1090920,3083796,ompHLL,9,5.109204,5.238561,4.361873,1.207153,1.177345,1.413978,1,5
thermal1,82654,82654,574458,serial,1,0.808993,0.809720,0.804547,1.420181,1.418905,1.428028,1,5
thermal1,82654,82654,574458,ompCSR,9,0.173723,0.169323,0.140896,6.613505,6.785332,8.154358,1,5
thermal1,82654,82654,574458,ompHLL,9,0.346851,0.365819,0.248137,3.312417,3.140672,4.630167,1,5
thermal2,1228045,1228045,8580313,serial,1,17.252821,17.227736,16.927951,0.994656,0.996105,1.013745,1,5
thermal2,1228045,1228045,8580313,ompCSR,9,3.976743,3.951682,3.931924,4.315246,4.342613,4.364435,1,5
thermal2,1228045,1228045,8580313,ompHLL,9,6.775936,6.766976,6.746219,2.532584,2.535937,2.543740,1,5
thermomech_TK,102158,102158,711558,serial,1,1.142467,1.142879,1.132614,1.245652,1.245203,1.256488,1,5
thermomech_TK,102158,102158,711558,ompCSR,9,0.255806,0.252861,0.225413,5.563257,5.628056,6.313371,1,5
thermomech_TK,102158,102158,711558,ompHLL,9,0.524271,0.512307,0.392296,2.714465,2.777855,3.627659,1,5
webbase-1M,1000005,1000005,3105536,serial,1,6.268151,6.267439,6.254927,0.990894,0.991006,0.992989,1,5
webbase-1M,1000005,1000005,3105536,ompCSR,9,3.171111,3.185228,2.701396,1.958642,1.949962,2.299208,1,5
webbase-1M,1000005,1000005,3105536,ompHLL,9,72.593741,71.987727,69.301652,0.085559,0.086280,0.089624,1,5
west2021,2021,2021,7353,serial,1,0.008406,0.008320,0.008240,1.749458,1.767443,1.784685,1,5
west2021,2021,2021,7353,ompCSR,9,0.018140,0.017995,0.015104,0.810695,0.817205,0.973652,1,5
west2021,2021,2021,7353,ompHLL,9,0.060255,0.055576,0.040943,0.244064,0.264613,0.359182,1,5
adder_dcop_32,1813,1813,11246,serial,1,0.022219,0.022098,0.021332,1.012275,1.017829,1.054375,1,5
adder_dcop_32,1813,1813,11246,ompCSR,10,0.024698,0.024378,0.022372,0.910699,0.922635,1.005364,1,5
adder_dcop_32,1813,1813,11246,ompHLL,10,2.350406,2.319599,2.171375,0.009569,0.009697,0.010358,1,5
af_1_k101,503625,503625,17550675,serial,1,21.792659,21.794622,21.778864,1.610696,1.610551,1.611716,1,5
af_1_k101,503625,503625,17550675,ompCSR,10,6.278780,6.207433,6.178938,5.590473,5.654729,5.680806,1,5
af_1_k101,503625,503625,17550675,ompHLL,10,7.224701,7.196424,7.141134,4.858520,4.877610,4.915375,1,5
af23560,23560,23560,484256,serial,1,0.435152,0.434599,0.432416,2.225687,2.228519,2.239769,1,5
af23560,23560,23560,484256,ompCSR,10,0.122925,0.124452,0.078809,7.878902,7.782214,12.289361,1,5
af23560,23560,23560,484256,ompHLL,10,0.312408,0.314868,0.265680,3.100149,3.075931,3.645409,1,5
amazon0302,262111,262111,1234877,serial,1,2.923484,2.925456,2.905927,0.844798,0.844229,0.849902,1,5
amazon0302,262111,262111,1234877,ompCSR,10,0.520081,0.488432,0.456483,4.748787,5.056490,5.410397,1,5
amazon0302,262111,262111,1234877,ompHLL,10,0.913890,0.915616,0.860074,2.702463,2.697369,2.871560,1,5
bcsstk17,10974,10974,428650,serial,1,0.448371,0.446163,0.433134,1.912035,1.921497,1.979295,1,5
bcsstk17,10974,10974,428650,ompCSR,10,0.127994,0.127262,0.101370,6.697972,6.736523,8.457144,1,5
bcsstk17,10974,10974,428650,ompHLL,10,2.065203,2.065744,1.693984,0.415117,0.415008,0.506085,1,5
cage4,9,9,49,serial,1,0.000084,0.000077,0.000073,1.173259,1.280325,1.342605,1,5
cage4,9,9,49,ompCSR,10,0.008487,0.008773,0.006873,0.011547,0.011171,0.014259,1,5
cage4,9,9,49,ompHLL,10,0.009165,0.009479,0.007568,0.010693,0.010339,0.012949,1,5
cant,62451,62451,4007383,serial,1,4.759301,4.761709,4.748476,1.684022,1.683170,1.687861,1,5
cant,62451,62451,4007383,ompCSR,10,1.630170,1.562440,1.454945,4.916522,5.129647,5.508638,1,5
cant,62451,62451,4007383,ompHLL,10,3.439957,3.371543,3.248209,2.329903,2.377180,2.467442,1,5
