Matrix,Mode,Threads,Speedup_Avg,Speedup_Median
nlpkkt80,ompCSR,29,2.005754,2.024897
nlpkkt80,ompHLL,29,1.941479,1.914492
olafu,ompCSR,29,5.324974,5.108330
olafu,ompHLL,29,.385867,.387533
olm1000,ompCSR,29,.120046,.119963
olm1000,ompHLL,29,.119593,.116962
PR02R,ompCSR,29,2.664024,2.658908
PR02R,ompHLL,29,1.342949,1.333681
raefsky2,ompCSR,29,4.915601,4.855159
raefsky2,ompHLL,29,.475096,.493301
rdist2,ompCSR,29,1.018896,1.016580
rdist2,ompHLL,29,.169578,.161226
roadNet-PA,ompCSR,29,4.240125,4.171340
roadNet-PA,ompHLL,29,2.284054,2.285829
thermal1,ompCSR,29,5.610356,5.836706
thermal1,ompHLL,29,2.659290,2.604224
thermal2,ompCSR,29,3.424045,3.554089
thermal2,ompHLL,29,2.260905,2.237580
thermomech_TK,ompCSR,29,5.639777,5.606058
thermomech_TK,ompHLL,29,2.382878,2.339539
webbase-1M,ompCSR,29,2.185312,2.353233
webbase-1M,ompHLL,29,.087426,.086603
west2021,ompCSR,29,.198541,.200217
west2021,ompHLL,29,.154190,.154732
adder_dcop_32,ompCSR,30,.465045,.459904
adder_dcop_32,ompHLL,30,.005909,.005872
af_1_k101,ompCSR,30,2.484616,2.426994
af_1_k101,ompHLL,30,2.214659,2.152605
af23560,ompCSR,30,3.696022,3.510371
af23560,ompHLL,30,1.105420,1.259499
amazon0302,ompCSR,30,8.042896,8.140940
amazon0302,ompHLL,30,3.817634,3.909108
bcsstk17,ompCSR,30,3.431948,3.480621
bcsstk17,ompHLL,30,.160542,.174918
cage4,ompCSR,30,.005781,.005530
cage4,ompHLL,30,.005458,.005244
cant,ompCSR,30,2.626246,2.653748
cant,ompHLL,30,1.371465,1.420464
cavity10,ompCSR,30,1.672153,1.674731
cavity10,ompHLL,30,.211633,.226036
cop20k_A,ompCSR,30,3.585062,3.705146
cop20k_A,ompHLL,30,1.783962,1.732281
Cube_Coup_dt0,ompCSR,30,2.229793,2.230290
Cube_Coup_dt0,ompHLL,30,2.025164,2.014450
dc1,ompCSR,30,2.230713,2.254488
dc1,ompHLL,30,.004311,.004457
FEM_3D_thermal1,ompCSR,30,3.678509,3.655473
FEM_3D_thermal1,ompHLL,30,.891848,.928883
lung2,ompCSR,30,3.178650,3.054088
lung2,ompHLL,30,1.417690,1.537424
mac_econ_fwd500,ompCSR,30,4.410620,4.404182
mac_econ_fwd500,ompHLL,30,.286491,.298077
mcfe,ompCSR,30,.713871,.785966
mcfe,ompHLL,30,.235542,.238822
mhd4800a,ompCSR,30,1.439565,1.489142
mhd4800a,ompHLL,30,.351742,.354286
mhda416,ompCSR,30,.308724,.310593
mhda416,ompHLL,30,.220643,.230916
mhda416,ompCSR,30,.229796,.240210
mhda416,ompHLL,30,.221104,.217889
ML_Laplace,ompCSR,30,2.373265,2.421004
ML_Laplace,ompHLL,30,2.166591,2.119851
nlpkkt80,ompCSR,30,2.285915,2.280480
nlpkkt80,ompHLL,30,1.880392,1.878134
olafu,ompCSR,30,4.584678,4.204220
olafu,ompHLL,30,.366171,.381551
olm1000,ompCSR,30,.086185,.082779
olm1000,ompHLL,30,.156525,.162631
PR02R,ompCSR,30,2.550189,2.501779
PR02R,ompHLL,30,1.146994,1.177043
raefsky2,ompCSR,30,4.146512,4.018986
raefsky2,ompHLL,30,.393487,.415534
rdist2,ompCSR,30,.999798,1.029446
rdist2,ompHLL,30,.129180,.147144
roadNet-PA,ompCSR,30,4.236175,4.309843
roadNet-PA,ompHLL,30,1.939321,1.938172
thermal1,ompCSR,30,4.124967,4.332548
thermal1,ompHLL,30,2.730562,2.803105
thermal2,ompCSR,30,3.363931,3.296980
thermal2,ompHLL,30,2.558776,2.570398
thermomech_TK,ompCSR,30,5.247619,5.136252
thermomech_TK,ompHLL,30,2.083349,2.187036
webbase-1M,ompCSR,30,2.320459,2.358161
webbase-1M,ompHLL,30,.096571,.098831
west2021,ompCSR,30,.145063,.143320
west2021,ompHLL,30,.156780,.155986
adder_dcop_32,ompCSR,31,.346944,.333681
adder_dcop_32,ompHLL,31,.005552,.005603
af_1_k101,ompCSR,31,2.272282,2.348599
af_1_k101,ompHLL,31,2.514828,2.466956
af23560,ompCSR,31,3.268724,3.634740
af23560,ompHLL,31,1.194984,1.216419
amazon0302,ompCSR,31,7.626618,7.532707
amazon0302,ompHLL,31,2.975446,2.908680
bcsstk17,ompCSR,31,4.740033,4.448122
bcsstk17,ompHLL,31,.191453,.180593
cage4,ompCSR,31,.005377,.005413
cage4,ompHLL,31,.005701,.005584
cant,ompCSR,31,2.834336,2.725976
cant,ompHLL,31,1.364984,1.362590
cavity10,ompCSR,31,1.609421,1.664749
cavity10,ompHLL,31,.199120,.215614
cop20k_A,ompCSR,31,4.053965,3.966667
cop20k_A,ompHLL,31,1.880340,1.891635
Cube_Coup_dt0,ompCSR,31,2.258003,2.221603
Cube_Coup_dt0,ompHLL,31,2.018164,2.041999
dc1,ompCSR,31,2.328292,2.343366
dc1,ompHLL,31,.004796,.005002
FEM_3D_thermal1,ompCSR,31,3.296092,3.246133
FEM_3D_thermal1,ompHLL,31,.890215,1.004832
lung2,ompCSR,31,3.262623,3.263508
lung2,ompHLL,31,1.559674,1.849303
mac_econ_fwd500,ompCSR,31,3.739609,3.611170
mac_econ_fwd500,ompHLL,31,.300005,.300690
mcfe,ompCSR,31,.753299,.759812
mcfe,ompHLL,31,.172666,.187706
mhd4800a,ompCSR,31,1.459776,1.477695
mhd4800a,ompHLL,31,.292340,.294967
mhda416,ompCSR,31,.314303,.314796
mhda416,ompHLL,31,.205141,.223552
mhda416,ompCSR,31,.325566,.321404
mhda416,ompHLL,31,.204658,.234901
ML_Laplace,ompCSR,31,2.260207,2.246858
ML_Laplace,ompHLL,31,2.261417,2.233891
nlpkkt80,ompCSR,31,2.178384,2.176885
nlpkkt80,ompHLL,31,1.865342,1.869452
olafu,ompCSR,31,4.453948,4.686800
olafu,ompHLL,31,.417303,.398047
olm1000,ompCSR,31,.080248,.081329
olm1000,ompHLL,31,.128163,.131692
PR02R,ompCSR,31,2.514709,2.638189
PR02R,ompHLL,31,1.240046,1.225482
raefsky2,ompCSR,31,5.357199,5.143915
raefsky2,ompHLL,31,.506710,.512254
rdist2,ompCSR,31,.963377,.975187
rdist2,ompHLL,31,.163438,.156568
roadNet-PA,ompCSR,31,4.113854,4.194506
roadNet-PA,ompHLL,31,1.894533,1.910607
thermal1,ompCSR,31,4.690645,4.606809
thermal1,ompHLL,31,2.196600,2.284740
thermal2,ompCSR,31,3.467298,3.575721
thermal2,ompHLL,31,2.358240,2.414457
thermomech_TK,ompCSR,31,6.294070,6.187229
thermomech_TK,ompHLL,31,2.070746,2.166645
webbase-1M,ompCSR,31,2.203427,2.239978
webbase-1M,ompHLL,31,.088404,.088517
west2021,ompCSR,31,.190589,.189574
west2021,ompHLL,31,.157832,.157835
adder_dcop_32,ompCSR,32,.334727,.287164
adder_dcop_32,ompHLL,32,.006566,.005652
af_1_k101,ompCSR,32,2.381964,2.398257
af_1_k101,ompHLL,32,2.197317,2.123445
af23560,ompCSR,32,3.572417,3.702999
af23560,ompHLL,32,1.167279,1.155819
amazon0302,ompCSR,32,6.890244,7.267834
amazon0302,ompHLL,32,2.984630,2.941351
bcsstk17,ompCSR,32,4.038738,4.042546
bcsstk17,ompHLL,32,.149851,.152086
cage4,ompCSR,32,.004131,.003947
cage4,ompHLL,32,.004926,.004889
cant,ompCSR,32,2.780583,2.806091
cant,ompHLL,32,1.276779,1.302165
cavity10,ompCSR,32,1.467372,1.533143
cavity10,ompHLL,32,.205439,.218961
cop20k_A,ompCSR,32,3.822219,3.589947
cop20k_A,ompHLL,32,1.734092,1.722957
Cube_Coup_dt0,ompCSR,32,2.154273,2.147981
Cube_Coup_dt0,ompHLL,32,2.097451,2.122789
dc1,ompCSR,32,2.223200,2.229939
dc1,ompHLL,32,.005315,.005355
FEM_3D_thermal1,ompCSR,32,2.991008,3.020839
FEM_3D_thermal1,ompHLL,32,.884372,.821250
lung2,ompCSR,32,3.022412,2.854598
lung2,ompHLL,32,1.484498,1.525331
mac_econ_fwd500,ompCSR,32,3.656437,3.851669
mac_econ_fwd500,ompHLL,32,.313667,.315092
mcfe,ompCSR,32,.695980,.697315
mcfe,ompHLL,32,.221757,.219462
mhd4800a,ompCSR,32,1.535293,1.587178
mhd4800a,ompHLL,32,.254559,.272102
mhda416,ompCSR,32,.333168,.332909
mhda416,ompHLL,32,.205375,.217214
mhda416,ompCSR,32,.331986,.330340
mhda416,ompHLL,32,.211833,.272729
ML_Laplace,ompCSR,32,2.176081,2.155075
ML_Laplace,ompHLL,32,2.010938,1.980402
nlpkkt80,ompCSR,32,1.968186,1.980303
nlpkkt80,ompHLL,32,1.972332,1.986000
olafu,ompCSR,32,5.725059,5.619580
olafu,ompHLL,32,.344406,.356251
olm1000,ompCSR,32,.107737,.108824
olm1000,ompHLL,32,.125164,.137484
PR02R,ompCSR,32,1.801014,2.229755
PR02R,ompHLL,32,1.160760,1.148769
raefsky2,ompCSR,32,4.109192,4.165850
raefsky2,ompHLL,32,.462230,.500954
rdist2,ompCSR,32,.997604,.976364
rdist2,ompHLL,32,.163361,.160725
roadNet-PA,ompCSR,32,4.497859,4.583999
roadNet-PA,ompHLL,32,1.952200,1.971959
thermal1,ompCSR,32,5.068373,5.193485
thermal1,ompHLL,32,2.202829,2.258345
thermal2,ompCSR,32,3.175876,3.365870
thermal2,ompHLL,32,2.430473,2.462402
thermomech_TK,ompCSR,32,5.442388,5.091007
thermomech_TK,ompHLL,32,2.312273,2.327969
webbase-1M,ompCSR,32,2.399047,2.407294
webbase-1M,ompHLL,32,.096181,.095166
west2021,ompCSR,32,.166799,.188324
west2021,ompHLL,32,.163409,.162589
adder_dcop_32,ompCSR,33,.446654,.455435
adder_dcop_32,ompHLL,33,.005950,.005943
af_1_k101,ompCSR,33,2.331700,2.253528
af_1_k101,ompHLL,33,2.368525,2.427330
af23560,ompCSR,33,3.350654,3.450122
af23560,ompHLL,33,1.284162,1.310302
amazon0302,ompCSR,33,6.458032,6.432747
amazon0302,ompHLL,33,3.462208,3.411978
bcsstk17,ompCSR,33,3.627042,3.570942
bcsstk17,ompHLL,33,.173558,.171785
cage4,ompCSR,33,.003976,.003747
cage4,ompHLL,33,.004508,.004722
cant,ompCSR,33,2.930085,3.082965
cant,ompHLL,33,1.300920,1.264725
cavity10,ompCSR,33,1.492165,1.468731
cavity10,ompHLL,33,.216146,.228823
cop20k_A,ompCSR,33,3.546763,3.574666
cop20k_A,ompHLL,33,1.682083,1.646467
Cube_Coup_dt0,ompCSR,33,2.145110,2.154707
Cube_Coup_dt0,ompHLL,33,1.974185,1.999497
dc1,ompCSR,33,2.018971,2.055849
dc1,ompHLL,33,.004993,.005105
FEM_3D_thermal1,ompCSR,33,2.734614,2.687576
FEM_3D_thermal1,ompHLL,33,.881123,.910606
lung2,ompCSR,33,3.614109,3.653809
lung2,ompHLL,33,1.317040,1.292168
mac_econ_fwd500,ompCSR,33,4.075964,4.379122
mac_econ_fwd500,ompHLL,33,.343507,.344361
mcfe,ompCSR,33,.641698,.664363
mcfe,ompHLL,33,.226296,.222773
mhd4800a,ompCSR,33,1.534983,1.532431
mhd4800a,ompHLL,33,.351414,.349902
mhda416,ompCSR,33,.295743,.299589
mhda416,ompHLL,33,.198466,.219665
mhda416,ompCSR,33,.340672,.334126
mhda416,ompHLL,33,.232763,.243742
ML_Laplace,ompCSR,33,2.201037,2.161698
ML_Laplace,ompHLL,33,1.969771,1.937566
nlpkkt80,ompCSR,33,2.008332,1.986630
nlpkkt80,ompHLL,33,1.868419,1.857698
olafu,ompCSR,33,5.520178,5.764684
olafu,ompHLL,33,.400358,.398034
olm1000,ompCSR,33,.081363,.075198
olm1000,ompHLL,33,.125796,.128506
PR02R,ompCSR,33,2.422703,2.456324
PR02R,ompHLL,33,1.239976,1.264220
raefsky2,ompCSR,33,3.903313,4.379378
raefsky2,ompHLL,33,.511010,.510850
rdist2,ompCSR,33,.921403,.922873
rdist2,ompHLL,33,.119406,.130044
roadNet-PA,ompCSR,33,4.303982,4.392206
roadNet-PA,ompHLL,33,2.228114,2.256288
thermal1,ompCSR,33,4.661523,4.873467
thermal1,ompHLL,33,2.299672,2.251697
thermal2,ompCSR,33,3.434961,3.439087
thermal2,ompHLL,33,2.072039,2.031945
thermomech_TK,ompCSR,33,5.900820,5.786001
thermomech_TK,ompHLL,33,2.422130,2.469425
webbase-1M,ompCSR,33,2.460558,2.465023
webbase-1M,ompHLL,33,.097327,.097049
west2021,ompCSR,33,.187104,.184584
west2021,ompHLL,33,.118804,.132998
adder_dcop_32,ompCSR,34,.435912,.447276
adder_dcop_32,ompHLL,34,.006899,.006937
af_1_k101,ompCSR,34,2.284767,2.290936
af_1_k101,ompHLL,34,2.377386,2.304195
af23560,ompCSR,34,3.208356,3.339718
af23560,ompHLL,34,1.090879,1.154572
amazon0302,ompCSR,34,7.642035,7.603405
amazon0302,ompHLL,34,3.412653,3.541910
bcsstk17,ompCSR,34,3.836186,3.634484
bcsstk17,ompHLL,34,.152875,.148015
cage4,ompCSR,34,.004740,.004695
cage4,ompHLL,34,.005644,.005284
cant,ompCSR,34,2.730834,2.677524
cant,ompHLL,34,1.296761,1.263595
cavity10,ompCSR,34,1.469822,1.473284
cavity10,ompHLL,34,.241089,.250942
cop20k_A,ompCSR,34,3.894367,3.850623
cop20k_A,ompHLL,34,1.622069,1.611425
Cube_Coup_dt0,ompCSR,34,2.270319,2.265399
Cube_Coup_dt0,ompHLL,34,1.813399,1.836083
dc1,ompCSR,34,1.937533,1.920006
dc1,ompHLL,34,.004907,.005444
FEM_3D_thermal1,ompCSR,34,2.797594,2.731907
FEM_3D_thermal1,ompHLL,34,1.097294,1.078936
lung2,ompCSR,34,3.002322,3.124612
lung2,ompHLL,34,1.332961,1.384293
mac_econ_fwd500,ompCSR,34,3.889220,4.164509
mac_econ_fwd500,ompHLL,34,.296412,.289580
mcfe,ompCSR,34,.731308,.728021
mcfe,ompHLL,34,.185036,.196673
mhd4800a,ompCSR,34,1.496226,1.501088
mhd4800a,ompHLL,34,.350476,.345171
mhda416,ompCSR,34,.246223,.260293
mhda416,ompHLL,34,.190427,.201202
mhda416,ompCSR,34,.306412,.309907
mhda416,ompHLL,34,.195038,.208116
ML_Laplace,ompCSR,34,2.237821,2.268201
ML_Laplace,ompHLL,34,2.151024,2.140930
nlpkkt80,ompCSR,34,2.034226,2.007115
nlpkkt80,ompHLL,34,1.981145,1.961381
olafu,ompCSR,34,4.626905,4.234388
olafu,ompHLL,34,.327372,.325465
olm1000,ompCSR,34,.110047,.110395
olm1000,ompHLL,34,.120544,.133665
PR02R,ompCSR,34,2.247520,2.228205
PR02R,ompHLL,34,1.251195,1.288639
raefsky2,ompCSR,34,5.704400,5.792584
raefsky2,ompHLL,34,.380366,.358320
rdist2,ompCSR,34,.926395,.916616
rdist2,ompHLL,34,.124835,.132681
roadNet-PA,ompCSR,34,4.492662,4.594633
roadNet-PA,ompHLL,34,1.930377,1.913536
thermal1,ompCSR,34,5.453288,5.535987
thermal1,ompHLL,34,2.481310,2.364799
thermal2,ompCSR,34,3.445861,3.628220
thermal2,ompHLL,34,2.307715,2.300397
thermomech_TK,ompCSR,34,5.851647,6.140955
thermomech_TK,ompHLL,34,2.115628,2.278099
webbase-1M,ompCSR,34,2.520621,2.421151
webbase-1M,ompHLL,34,.095917,.091778
west2021,ompCSR,34,.257205,.265574
west2021,ompHLL,34,.203240,.220482
adder_dcop_32,ompCSR,35,.449316,.452051
adder_dcop_32,ompHLL,35,.005525,.005573
af_1_k101,ompCSR,35,2.224970,2.221585
af_1_k101,ompHLL,35,2.248289,2.272371
af23560,ompCSR,35,3.449120,3.505769
af23560,ompHLL,35,.985283,1.116700
amazon0302,ompCSR,35,7.427598,7.728291
amazon0302,ompHLL,35,3.834028,3.769570
bcsstk17,ompCSR,35,4.168284,4.103027
bcsstk17,ompHLL,35,.174003,.171656
cage4,ompCSR,35,.005104,.005034
cage4,ompHLL,35,.005164,.004929
cant,ompCSR,35,2.801123,2.765004
cant,ompHLL,35,1.247784,1.258295
cavity10,ompCSR,35,1.494003,1.491615
cavity10,ompHLL,35,.203186,.190661
cop20k_A,ompCSR,35,3.901374,3.917953
cop20k_A,ompHLL,35,1.790134,1.806083
Cube_Coup_dt0,ompCSR,35,2.131392,2.126736
Cube_Coup_dt0,ompHLL,35,1.798769,1.799117
dc1,ompCSR,35,2.103137,2.059089
dc1,ompHLL,35,.005321,.005435
FEM_3D_thermal1,ompCSR,35,3.367932,3.359232
FEM_3D_thermal1,ompHLL,35,.487816,.800060
lung2,ompCSR,35,2.664647,2.712523
lung2,ompHLL,35,1.173780,1.223272
mac_econ_fwd500,ompCSR,35,3.868993,3.696757
mac_econ_fwd500,ompHLL,35,.313262,.317934
mcfe,ompCSR,35,.651254,.630188
mcfe,ompHLL,35,.192116,.191204
mhd4800a,ompCSR,35,1.336894,1.377383
mhd4800a,ompHLL,35,.311461,.330144
mhda416,ompCSR,35,.281655,.287244
mhda416,ompHLL,35,.265265,.269021
mhda416,ompCSR,35,.230627,.227491
mhda416,ompHLL,35,.237032,.238650
ML_Laplace,ompCSR,35,2.057660,2.059800
ML_Laplace,ompHLL,35,2.230701,2.251415
nlpkkt80,ompCSR,35,2.018538,2.017788
nlpkkt80,ompHLL,35,1.906924,1.900383
olafu,ompCSR,35,4.596060,4.352609
olafu,ompHLL,35,.363956,.360043
olm1000,ompCSR,35,.102985,.103544
olm1000,ompHLL,35,.131619,.135147
PR02R,ompCSR,35,1.774143,2.336587
PR02R,ompHLL,35,1.314686,1.293212
raefsky2,ompCSR,35,3.461114,3.450789
raefsky2,ompHLL,35,.352410,.369664
rdist2,ompCSR,35,.917468,.907550
rdist2,ompHLL,35,.116725,.119470
roadNet-PA,ompCSR,35,4.426239,4.590262
roadNet-PA,ompHLL,35,2.048394,2.035516
thermal1,ompCSR,35,5.212240,5.157469
thermal1,ompHLL,35,2.803501,2.956492
thermal2,ompCSR,35,3.299301,3.352182
thermal2,ompHLL,35,2.240283,2.282430
thermomech_TK,ompCSR,35,5.422342,5.437300
thermomech_TK,ompHLL,35,2.135110,2.377523
webbase-1M,ompCSR,35,2.290133,2.271888
webbase-1M,ompHLL,35,.091023,.088721
west2021,ompCSR,35,.173786,.175707
west2021,ompHLL,35,.155576,.153487
adder_dcop_32,ompCSR,36,.414766,.404915
adder_dcop_32,ompHLL,36,.006432,.005771
af_1_k101,ompCSR,36,2.341854,2.345598
af_1_k101,ompHLL,36,2.249438,2.335308
af23560,ompCSR,36,3.083887,3.383774
af23560,ompHLL,36,1.091127,1.162351
amazon0302,ompCSR,36,8.187492,8.421643
amazon0302,ompHLL,36,3.172156,3.133101
bcsstk17,ompCSR,36,3.375884,3.497668
bcsstk17,ompHLL,36,.139874,.136810
cage4,ompCSR,36,.004895,.004823
cage4,ompHLL,36,.004730,.004644
cant,ompCSR,36,2.648622,2.641520
cant,ompHLL,36,1.365992,1.362133
cavity10,ompCSR,36,1.390047,1.393926
cavity10,ompHLL,36,.200405,.211930
cop20k_A,ompCSR,36,3.721489,3.871661
cop20k_A,ompHLL,36,1.757184,1.719776
Cube_Coup_dt0,ompCSR,36,2.096204,2.117764
Cube_Coup_dt0,ompHLL,36,1.867614,1.844254
dc1,ompCSR,36,1.991262,2.096292
dc1,ompHLL,36,.004822,.004840
FEM_3D_thermal1,ompCSR,36,2.465144,2.340979
FEM_3D_thermal1,ompHLL,36,.974203,1.000722
lung2,ompCSR,36,3.157671,3.400119
lung2,ompHLL,36,1.493690,1.357683
mac_econ_fwd500,ompCSR,36,3.832982,3.702728
mac_econ_fwd500,ompHLL,36,.325973,.320828
mcfe,ompCSR,36,.539846,.601980
mcfe,ompHLL,36,.177390,.193949
mhd4800a,ompCSR,36,1.348515,1.346083
mhd4800a,ompHLL,36,.270447,.293271
mhda416,ompCSR,36,.242428,.263906
mhda416,ompHLL,36,.204450,.238678
mhda416,ompCSR,36,.321478,.334161
mhda416,ompHLL,36,.178105,.185694
ML_Laplace,ompCSR,36,2.136990,2.130176
ML_Laplace,ompHLL,36,2.132927,2.086316
nlpkkt80,ompCSR,36,2.008653,1.991678
nlpkkt80,ompHLL,36,1.899160,1.935055
olafu,ompCSR,36,4.346738,4.343805
olafu,ompHLL,36,.326194,.327378
olm1000,ompCSR,36,.110043,.110516
olm1000,ompHLL,36,.114607,.104879
PR02R,ompCSR,36,2.492758,2.495508
PR02R,ompHLL,36,1.212243,1.206842
raefsky2,ompCSR,36,4.788481,4.662677
raefsky2,ompHLL,36,.405633,.474925
rdist2,ompCSR,36,.937577,.921746
rdist2,ompHLL,36,.139776,.150578
roadNet-PA,ompCSR,36,4.037953,4.111576
roadNet-PA,ompHLL,36,2.201767,2.212008
thermal1,ompCSR,36,3.799255,3.630347
thermal1,ompHLL,36,2.748736,2.857251
thermal2,ompCSR,36,3.415399,3.407558
thermal2,ompHLL,36,2.296004,2.339165
thermomech_TK,ompCSR,36,7.298664,5.355428
thermomech_TK,ompHLL,36,3.068302,2.294198
webbase-1M,ompCSR,36,2.282391,2.250934
webbase-1M,ompHLL,36,.089242,.087087
west2021,ompCSR,36,.168288,.166525
west2021,ompHLL,36,.158835,.158444
adder_dcop_32,ompCSR,37,.399279,.403808
adder_dcop_32,ompHLL,37,.005408,.005408
af_1_k101,ompCSR,37,2.247976,2.171579
af_1_k101,ompHLL,37,2.392317,2.254282
af23560,ompCSR,37,2.711167,2.690167
af23560,ompHLL,37,1.149442,1.149072
amazon0302,ompCSR,37,7.782697,8.215961
amazon0302,ompHLL,37,3.229149,3.545887
bcsstk17,ompCSR,37,3.206200,3.333773
bcsstk17,ompHLL,37,.148018,.147816
cage4,ompCSR,37,.003979,.004162
cage4,ompHLL,37,.004921,.004699
cant,ompCSR,37,2.919108,2.965593
cant,ompHLL,37,1.236724,1.250007
cavity10,ompCSR,37,1.368756,1.370224
cavity10,ompHLL,37,.223958,.240129
cop20k_A,ompCSR,37,4.181352,4.222762
cop20k_A,ompHLL,37,1.690246,1.673113
Cube_Coup_dt0,ompCSR,37,2.139864,2.140223
Cube_Coup_dt0,ompHLL,37,1.829474,1.883111
dc1,ompCSR,37,2.049525,2.156998
dc1,ompHLL,37,.005286,.005301
FEM_3D_thermal1,ompCSR,37,3.869429,3.833603
FEM_3D_thermal1,ompHLL,37,1.038556,1.023472
lung2,ompCSR,37,3.079863,2.971494
lung2,ompHLL,37,1.204493,1.267227
mac_econ_fwd500,ompCSR,37,4.007955,4.262943
mac_econ_fwd500,ompHLL,37,.305117,.302531
mcfe,ompCSR,37,.729149,.746349
mcfe,ompHLL,37,.225795,.229230
mhd4800a,ompCSR,37,1.471157,1.459640
mhd4800a,ompHLL,37,.351573,.353013
mhda416,ompCSR,37,.299172,.296465
mhda416,ompHLL,37,.273644,.270421
mhda416,ompCSR,37,.307154,.303202
mhda416,ompHLL,37,.269495,.268974
ML_Laplace,ompCSR,37,2.164512,2.164410
ML_Laplace,ompHLL,37,2.127264,2.126965
nlpkkt80,ompCSR,37,2.006173,2.036918
nlpkkt80,ompHLL,37,1.806562,1.820123
olafu,ompCSR,37,4.478612,4.734095
olafu,ompHLL,37,.399373,.399424
olm1000,ompCSR,37,.104893,.105115
olm1000,ompHLL,37,.177413,.174111
PR02R,ompCSR,37,2.326592,2.343533
PR02R,ompHLL,37,1.146427,1.145814
raefsky2,ompCSR,37,4.071385,4.036506
raefsky2,ompHLL,37,.483748,.486091
rdist2,ompCSR,37,.891474,.882611
rdist2,ompHLL,37,.150164,.155495
roadNet-PA,ompCSR,37,4.346587,4.423579
roadNet-PA,ompHLL,37,1.903231,1.903273
thermal1,ompCSR,37,4.722984,4.973236
thermal1,ompHLL,37,2.586266,2.745637
thermal2,ompCSR,37,3.308613,3.350625
thermal2,ompHLL,37,2.197174,2.222528
thermomech_TK,ompCSR,37,5.196027,5.694319
thermomech_TK,ompHLL,37,2.364418,2.274764
webbase-1M,ompCSR,37,2.321762,2.401255
webbase-1M,ompHLL,37,.092712,.091588
west2021,ompCSR,37,.261175,.263787
west2021,ompHLL,37,.249309,.249888
adder_dcop_32,ompCSR,38,.426197,.411662
adder_dcop_32,ompHLL,38,.005730,.005663
af_1_k101,ompCSR,38,2.317044,2.286451
af_1_k101,ompHLL,38,2.335501,2.376434
af23560,ompCSR,38,3.030485,2.944441
af23560,ompHLL,38,.953358,1.109761
amazon0302,ompCSR,38,5.504568,5.474303
amazon0302,ompHLL,38,3.342200,3.197001
bcsstk17,ompCSR,38,3.907642,3.815072
bcsstk17,ompHLL,38,.174499,.174471
cage4,ompCSR,38,.004398,.004154
cage4,ompHLL,38,.004962,.004594
cant,ompCSR,38,3.046095,2.986612
cant,ompHLL,38,1.269258,1.304550
cavity10,ompCSR,38,1.387989,1.383116
cavity10,ompHLL,38,.194915,.200653
cop20k_A,ompCSR,38,3.867539,3.954691
cop20k_A,ompHLL,38,1.708876,1.698168
Cube_Coup_dt0,ompCSR,38,2.157072,2.162513
Cube_Coup_dt0,ompHLL,38,1.831840,1.799725
dc1,ompCSR,38,1.999752,2.000509
dc1,ompHLL,38,.005353,.005385
FEM_3D_thermal1,ompCSR,38,3.323087,3.320351
FEM_3D_thermal1,ompHLL,38,.922898,.919937
lung2,ompCSR,38,2.852216,2.674670
lung2,ompHLL,38,1.110506,1.188734
mac_econ_fwd500,ompCSR,38,3.486401,3.773425
mac_econ_fwd500,ompHLL,38,.325461,.327471
mcfe,ompCSR,38,.695027,.698082
mcfe,ompHLL,38,.222375,.223290
mhd4800a,ompCSR,38,1.311609,1.335825
mhd4800a,ompHLL,38,.289161,.291818
mhda416,ompCSR,38,.298449,.297077
mhda416,ompHLL,38,.235698,.243261
mhda416,ompCSR,38,.286394,.293224
mhda416,ompHLL,38,.199873,.198101
ML_Laplace,ompCSR,38,2.165648,2.122056
ML_Laplace,ompHLL,38,2.045568,2.022140
nlpkkt80,ompCSR,38,1.987038,1.926866
nlpkkt80,ompHLL,38,1.816184,1.814145
olafu,ompCSR,38,4.889421,4.840263
olafu,ompHLL,38,.306627,.296337
olm1000,ompCSR,38,.103099,.103986
olm1000,ompHLL,38,.130623,.143646
PR02R,ompCSR,38,2.496205,2.396142
PR02R,ompHLL,38,1.286485,1.188605
raefsky2,ompCSR,38,3.563731,3.652322
raefsky2,ompHLL,38,.497244,.502787
rdist2,ompCSR,38,.827925,.832663
rdist2,ompHLL,38,.115384,.121703
roadNet-PA,ompCSR,38,4.279579,4.498524
roadNet-PA,ompHLL,38,2.067654,2.119539
thermal1,ompCSR,38,5.496493,5.688412
thermal1,ompHLL,38,2.136972,2.034125
thermal2,ompCSR,38,3.320620,3.348473
thermal2,ompHLL,38,2.579923,2.638762
thermomech_TK,ompCSR,38,4.961042,5.250395
thermomech_TK,ompHLL,38,2.242525,2.424315
webbase-1M,ompCSR,38,2.387433,2.378320
webbase-1M,ompHLL,38,.087870,.088498
west2021,ompCSR,38,.162902,.158946
west2021,ompHLL,38,.147689,.151160
adder_dcop_32,ompCSR,39,.391368,.390178
adder_dcop_32,ompHLL,39,.006185,.005697
af_1_k101,ompCSR,39,2.181211,2.203900
af_1_k101,ompHLL,39,2.216434,2.206896
af23560,ompCSR,39,3.116154,3.243164
af23560,ompHLL,39,1.121706,1.135068
amazon0302,ompCSR,39,7.445904,7.506282
amazon0302,ompHLL,39,3.398793,3.506370
bcsstk17,ompCSR,39,4.058682,4.275840
bcsstk17,ompHLL,39,.164680,.173828
cage4,ompCSR,39,.006130,.004669
cage4,ompHLL,39,.006454,.004940
cant,ompCSR,39,2.788576,2.867031
